"","count","site"
"Ofav_080",1.59586031105439,"Emerald"
"Ofav_081",1.52444625767956,"Emerald"
"Ofav_082",6.77413903095689,"Emerald"
"Ofav_083",1.23704262876543,"Emerald"
"Ofav_084",0.5,"Rainbow"
"Ofav_085",1.38469115704891,"Rainbow"
"Ofav_086",0.5,"Rainbow"
"Ofav_087",4.52126613740941,"Star"
"Ofav_088",2.459384898148,"Star"
"Ofav_089",2.52265427312971,"Star"
"Ofav_090",1.72935779216972,"MacN"
"Ofav_091",1.37283042510259,"MacN"
"Ofav_092",0.5,"MacN"
"Ofav_093",1.52120169076535,"MacN"
"Ofav_094",24.3565340054449,"Emerald"
"Ofav_095",13.620755330911,"Emerald"
"Ofav_096",12.7166847314699,"Emerald"
"Ofav_097",11.4345044817302,"Emerald"
"Ofav_098",11.2635891955383,"Emerald"
"Ofav_099",8.39886603463214,"Rainbow"
"Ofav_100",18.028864512388,"Rainbow"
"Ofav_101",3.00068211467241,"Rainbow"
"Ofav_102",9.26039428945975,"Rainbow"
"Ofav_103",4.37121039324054,"Rainbow"
"Ofav_104",6.50977589840455,"Star"
"Ofav_105",8.1364545216831,"Star"
"Ofav_106",2.41660203540186,"Star"
"Ofav_107",3.74152797488084,"Star"
"Ofav_108",10.902991835894,"Star"
"Ofav_110",1.40831074905096,"MacN"
"Ofav_111",4.14202423350247,"MacN"
"Ofav_112",2.42959630188099,"MacN"
"Ofav_113",1.54338851550694,"MacN"
"Ofav_114",5.57647017785473,"MacN"
"Ofav_115",12.2952095464835,"Emerald"
"Ofav_116",3.23726675320593,"Emerald"
"Ofav_117",4.35929480166292,"Emerald"
"Ofav_118",19.374474142442,"Emerald"
"Ofav_119",7.62156836223543,"Rainbow"
"Ofav_120",8.65522247911913,"Rainbow"
"Ofav_121",1.46639751288746,"Rainbow"
"Ofav_122",3.73185708250719,"Star"
"Ofav_123",1.26589215127201,"Star"
"Ofav_124",2.05715006892661,"Star"
"Ofav_126",3.50740616804392,"Star"
"Ofav_127",13.0427661955151,"MacN"
"Ofav_128",3.90346966923403,"MacN"
"Ofav_129",1.53869477499557,"MacN"
"Ofav_130",3.53024133285946,"MacN"
"Ofav_132",17.2700731919165,"Emerald"
"Ofav_133",8.05697361034867,"Emerald"
"Ofav_153",14.4592964047714,"Emerald"
"Ofav_154",11.2218932480712,"Emerald"
"Ofav_134",1.44494847266753,"Rainbow"
"Ofav_155",4.62645288755945,"Rainbow"
"Ofav_156",9.04544122386263,"Star"
"Ofav_157",9.27914464253489,"Star"
"Ofav_158",2.71611430288327,"Star"
"Ofav_159",1.79426279210312,"Star"
"Ofav_136",5.85385888385777,"MacN"
"Ofav_137",3.40960994162815,"MacN"
"Ofav_138",5.26162607385709,"MacN"
"Ofav_160",2.2310259340098,"MacN"
"Ofav_161",3.74003322790314,"MacN"
"Ofav_162",5.06414985881444,"MacN"
"Ofav_163",5.83376173354665,"MacN"
